Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,#5 Section for 50HMw/ clamp,#5 Section for 50HMw/clamp,Regular,,T-50-HM-5-WC,This is the correct replacement #5 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #5 clamp.,Tucker > Water Fed Pole Parts,Tucker,#5 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #5 clamp. Available at AZ...,5-section-for-50hmw-clamp,,Hidden,Physical,2,#5 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #5 clamp. Available at AZ...,N,N,N,N,258.70,,N,Y,N,Y,N,,,181.10,Tucker,T-50-HM-5-WC,N,,,N,,,Y,,,N,,258.70
,#5 Section for ECO 40w/ Clamp,#5 Section for Tucker®-40,Regular,,T-40-CF-5-WC,This is the correct replacement #5 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #5 clamp.,Tucker > Water Fed Pole Parts,Tucker,#5 Section for Tucker®-40 | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #5 clamp. Available at AZ Cleaning Supplies.,5-section-for-eco-40w-clamp,,Hidden,Physical,2,#5 Section for Tucker®-40 | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #5 clamp. Available at AZ Cleaning Supplies.,N,N,N,N,179.75,,N,Y,N,Y,N,,,125.83,Tucker,T-40-CF-5-WC,N,,,N,,,Y,,,N,,179.75
,#5 Section for SOLAR BOOSTw/ Clamp,#5 Section for SOLAR BOOSTw/Clamp,Regular,,T-27-CF-5-WC,This is the correct replacement #5 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #5 clamp.,Tucker > Water Fed Pole Parts,Tucker,#5 Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #5 clamp. Available at AZ...,5-section-for-solar-boostw-clamp,,Hidden,Physical,2,#5 Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement #5 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #5 clamp. Available at AZ...,N,N,N,N,137.08,,N,Y,N,Y,N,,,95.96,Tucker,T-27-CF-5-WC,N,,,N,,,Y,,,N,,137.08
,#6 Section for 50HMw/ clamp,#6 Section for 50HMw/clamp,Regular,,T-50-HM-6-WC,This is the correct replacement #6 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #6 clamp.,Tucker > Water Fed Pole Parts,Tucker,#6 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #6 clamp. Available at AZ...,6-section-for-50hmw-clamp,,Hidden,Physical,2,#6 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #6 clamp. Available at AZ...,N,N,N,N,264.31,,N,Y,N,Y,N,,,185.02,Tucker,T-50-HM-6-WC,N,,,N,,,Y,,,N,,264.31
,#6 Section for ECO 40w/ Clamp,#6 Section for Tucker®-40,Regular,,T-40-CF-6-WC,This is the correct replacement #6 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #6 clamp.,Tucker > Water Fed Pole Parts,Tucker,#6 Section for Tucker®-40 | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #6 clamp. Available at AZ Cleaning Supplies.,6-section-for-eco-40w-clamp,,Hidden,Physical,2,#6 Section for Tucker®-40 | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® 40 pole. Made of carbon fiber and comes complete with #6 clamp. Available at AZ Cleaning Supplies.,N,N,N,N,195.70,,N,Y,N,Y,N,,,137.00,Tucker,T-40-CF-6-WC,N,,,N,,,Y,,,N,,195.70
,#6 Section for SOLAR BOOSTw/ Clamp,#6 Section for SOLAR BOOSTw/Clamp,Regular,,T-27-CF-6-WC,This is the correct replacement #6 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #6 clamp.,Tucker > Water Fed Pole Parts,Tucker,#6 Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #6 clamp. Available at AZ...,6-section-for-solar-boostw-clamp,,Hidden,Physical,2,#6 Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement #6 section for your Tucker® Solar Boost pole. Made of hybrid material and comes complete with #6 clamp. Available at AZ...,N,N,N,N,143.67,,N,Y,N,Y,N,,,100.57,Tucker,T-27-CF-6-WC,N,,,N,,,Y,,,N,,143.67
,#7 Base Section for ECO 40w/ Clamp,Section #7 for Tucker®-40 Base,Regular,,T-40-FG-7-WC,This is the correct replacement section for the base of your Tucker® 40 pole. Made of yellow fiber glass material and comes complete with the end cap and #7 Clamp.,Tucker > Water Fed Pole Parts,Tucker,Section #7 for Tucker®-40 Base | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® 40 pole. Made of yellow fiber glass material and comes complete with the end cap and #7...,7-base-section-for-eco-40w-clamp,,Hidden,Physical,2,Section #7 for Tucker®-40 Base | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® 40 pole. Made of yellow fiber glass material and comes complete with the end cap and #7...,N,N,N,N,102.90,,N,Y,N,Y,N,,,72.03,Tucker,T-40-FG-7-WC,N,,,N,,,Y,,,N,,102.90
,#7 Base Section for SOLAR BOOSTw/ Clamp,#7 Base Section for SOLAR BOOSTw/Clamp,Regular,,T-27-FG-7-WC,This is the correct replacement section for the base of your Tucker® Solar Boost pole. Made of yellow fiber glass material and comes complete with the end cap and $7 clamp.,Tucker > Water Fed Pole Parts,Tucker,#7 Base Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® Solar Boost pole. Made of yellow fiber glass material and comes complete with the end...,7-base-section-for-solar-boostw-clamp,,Hidden,Physical,2,#7 Base Section for SOLAR BOOSTw/Clamp | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® Solar Boost pole. Made of yellow fiber glass material and comes complete with the end...,N,N,N,N,90.61,,N,Y,N,Y,N,,,63.43,Tucker,T-27-FG-7-WC,N,,,N,,,Y,,,N,,90.61
,#7 Section for 50HMw/ clamp,#7 Section for 50HMw/clamp,Regular,,T-50-HM-7-WC,This is the correct replacement #7 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #7 clamp.,Tucker > Water Fed Pole Parts,Tucker,#7 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #7 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #7 clamp. Available at AZ...,7-section-for-50hmw-clamp,,Hidden,Physical,2,#7 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #7 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #7 clamp. Available at AZ...,N,N,N,N,275.56,,N,Y,N,Y,N,,,192.90,Tucker,T-50-HM-7-WC,N,,,N,,,Y,,,N,,275.56
,#8 Section for 50HMw/ clamp,#8 Section for 50HMw/clamp,Regular,,T-50-HM-8-WC,This is the correct replacement #8 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #8 clamp.,Tucker > Water Fed Pole Parts,Tucker,#8 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #8 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #8 clamp. Available at AZ...,8-section-for-50hmw-clamp,,Hidden,Physical,2,#8 Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement #8 section for your Tucker® 50HM pole. Made of High Modulus material and comes complete with #8 clamp. Available at AZ...,N,N,N,N,286.81,,N,Y,N,Y,N,,,200.77,Tucker,T-50-HM-8-WC,N,,,N,,,Y,,,N,,286.81
,#9 Base Section for 50HMw/ clamp,#9 Base Section for 50HMw/clamp,Regular,,T-50-FG-9-WC,This is the correct replacement section for the base of your Tucker® 50HM pole. Made of yellow fiber glass material and comes complete with the end cap and #9 Clamp.,Tucker > Water Fed Pole Parts,Tucker,#9 Base Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® 50HM pole. Made of yellow fiber glass material and comes complete with the end cap and...,9-base-section-for-50hmw-clamp,,Hidden,Physical,2,#9 Base Section for 50HMw/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,This is the correct replacement section for the base of your Tucker® 50HM pole. Made of yellow fiber glass material and comes complete with the end cap and...,N,N,N,N,107.97,,N,Y,N,Y,N,,,75.58,Tucker,T-50-FG-9-WC,N,,,N,,,Y,,,N,,107.97
,#9 HM Section for 50' HM w/ clamp,#9 HM Section for 50' HM w/clamp,Regular,,T-9CFWC-50,"For those looking to take their 50' Tucker carbon pole to new heights without using the yellow fiberglass base section, this high-mod #9 section is the perfect upgrade. Simply replace the standard yellow #9 base section with this reinforced high modulus carbon fiber section, which is designed to work seamlessly with #10 extensions. Unlike the yellow #9, this high-mod version provides added durability, minimizing flex when using additional extensions. A great choice for those aiming for higher, safer, and more stable performance. Note: We highly recommend you familiarize yourself with appropriate PPE to be used when working on or around electrical hazards including, but not limited to dielectric boots and gloves. Fore more safety information please see this page HERE",Tucker > Water Fed Pole Parts,Tucker,#9 HM Section for 50' HM w/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,"For those looking to take their 50' Tucker carbon pole to new heights without using the yellow fiberglass base section, this high-mod #9 section is the...",9-hm-section-for-50-hm-w-clamp,,Hidden,Physical,,#9 HM Section for 50' HM w/clamp | Water Fed Pole Parts | AZ Cleaning Supplies,"For those looking to take their 50' Tucker carbon pole to new heights without using the yellow fiberglass base section, this high-mod #9 section is the...",N,N,N,N,303.45,,N,Y,N,Y,N,,,212.42,Tucker,T-9CFWC-50,N,,,N,,,Y,,,N,,303.45
,(BRAVO) Tucker® 22' Hybrid Pole,(BRAVO) Tucker® 22' Hybrid Pole,Regular,,TUCKER-BRAVO,"Note: Looking to reach 30' or higher? Check out our carbon fiber options! The added rigidity of the material makes reaching tall windows much easier. Our carbon fiber poles can also be extended to meet your needs! TUCKER® - BRAVO WATER FED POLE The Tucker® Bravo pole is an incredibly affordable water fed pole geared towards those wanting to work just lower level floors. Made from high quality hybrid sections which are a blend of carbon fiber and fiberglass. The addition of the fiberglass does add a bit of flex to the pole at full extension, but it also brings down the cost. Made with the all new Tucker® V2 clamps and including the Tucker® GLIDE brush. What's included: Tucker® - Bravo Water Fed Pole Tucker® GLIDE Window Cleaning Brush 100' Tucker® 5/16"" OD Pole Tubing 1 Set of Male and Female Quick-Connect Fittings Tucker® LOCT Reach Around Gooseneck Acme tip to convert from water fed to trad pole Specs: Fully extended height: 22 feet 6 inches Collapsed length: 5 feet 7 inches...",Tucker > Water Fed Pole Parts,Tucker,(BRAVO) Tucker® 22' Hybrid Pole | Water Fed Pole Parts | AZ Cleaning Supplies,Note: Looking to reach 30' or higher? Check out our carbon fiber options! The added rigidity of the material makes reaching tall windows much easier. Our...,tucker-bravo,,Hidden,Physical,10,(BRAVO) Tucker® 22' Hybrid Pole | Water Fed Pole Parts | AZ Cleaning Supplies,Note: Looking to reach 30' or higher? Check out our carbon fiber options! The added rigidity of the material makes reaching tall windows much easier. Our...,N,N,N,N,483.95,,N,Y,N,Y,N,,,338.77,Tucker,TUCKER-BRAVO,N,,,N,,,Y,,,N,,483.95
,H2pro Frame,H2pro Frame,Regular,,11016,H2pro Frame | Official Tucker SKU: 11016 | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,H2pro Frame | Pure Water Systems | AZ Cleaning Supplies,H2pro Frame. Category: Pure Water Systems. Vendor code: 11016. Available at AZ Cleaning Supplies.,h2pro-frame,,Hidden,Physical,,H2pro Frame | Pure Water Systems | AZ Cleaning Supplies,H2pro Frame. Category: Pure Water Systems. Vendor code: 11016. Available at AZ Cleaning Supplies.,N,N,N,N,409.99,,N,Y,N,Y,N,,,287.00,Tucker,11016,N,,,N,,,Y,,,N,,409.99
,(SIDEKICK) Tucker® 6' TRAD Pole,Tucker® - Sidekick,Regular,,T-SIDEKICK,"The only trad poles any commercial route work window cleaner would need. Compact enough for working directly in front of yourself and at full extension you will have a 12' reach. Lightweight and including an aluminum male ACME tip and a wood cone tip for attaching squeegees, mops, etc. Specifications: 37"" when closed 82"" when extended Weighing just over 1 pound 3 section fiber glass poles Lightweight Easier to use in cold climates than aluminum Note: We highly recommend you familiarize yourself with appropriate PPE to be used when working on or around electrical hazards including but not limited to dielectric boots and gloves. Fore more safety information please see this page HERE",Tucker > Water Fed Pole Parts,Tucker,Tucker® - Sidekick | Water Fed Pole Parts | AZ Cleaning Supplies,The only trad poles any commercial route work window cleaner would need. Compact enough for working directly in front of yourself and at full extension you...,tucker-sidekick,,Hidden,Physical,3.501,Tucker® - Sidekick | Water Fed Pole Parts | AZ Cleaning Supplies,The only trad poles any commercial route work window cleaner would need. Compact enough for working directly in front of yourself and at full extension you...,N,N,N,N,157.45,,N,Y,N,Y,N,,,110.22,Tucker,T-SIDEKICK,N,,,N,,,Y,,,N,,157.45
,50 Gallon Delivery System Dual User,Tucker® Fill N Go Delivery Dual User,Regular,,T-50-DEL-DU,"Want to transport spot free water to your work location? This 50 gallon unit is a reliable solution, delivering spot free water to your water-fed pole and brush. Carefully crafted with top-quality components, each system features a 50 gallon tank, powder-coated aluminum frame, two digital flow controllers, two 150' premium Tucker® hose reels, and two 12v pumps with digital pump controllers operated by remote fobs. Compact and efficient. NOTE - Proper Deep Cycle Marine Battery necessary to power unit.",Tucker > Pure Water Systems,Tucker,Tucker® Fill N Go Delivery Dual User | AZ Cleaning Supplies,"Want to transport spot free water to your work location? This 50 gallon unit is a reliable solution, delivering spot free water to your water-fed pole and...",tucker-fill-n-go-delivery-dual-user,,Hidden,Physical,170.001,Tucker® Fill N Go Delivery Dual User | AZ Cleaning Supplies,"Want to transport spot free water to your work location? This 50 gallon unit is a reliable solution, delivering spot free water to your water-fed pole and...",N,N,N,N,4835.34,,N,Y,N,Y,N,,,3384.74,Tucker,T-50-DEL-DU,N,,,N,,,Y,,,N,,4835.34
,50 Gallon Delivery System Single User,Tucker® Fill N Go Delivery Single User,Regular,,T-50-DEL-SU,"Interested in bringing your own spot-free water to the job site? This compact 50-gallon unit is an awesome worry free way to deliver your spot-free water to the water-fed pole and brush. Designed utilizing the highest quality components available today. Each system includes: 50 Gallon Tank Powder-coated lightweight aluminum frame Digital flow controller 150' of 3/8"" ID spot free water hose Premium Tucker® reels RHG USA-made 12v pumps Small compact design Remote control",Tucker > Pure Water Systems,Tucker,Tucker® Fill N Go Delivery Single User | AZ Cleaning Supplies,Interested in bringing your own spot-free water to the job site? This compact 50-gallon unit is an awesome worry free way to deliver your spot-free water to...,tucker-fill-n-go-delivery-single-user,,Hidden,Physical,99.999,Tucker® Fill N Go Delivery Single User | AZ Cleaning Supplies,Interested in bringing your own spot-free water to the job site? This compact 50-gallon unit is an awesome worry free way to deliver your spot-free water to...,N,N,N,N,4358.38,,N,Y,N,Y,N,,,3050.87,Tucker,T-50-DEL-SU,N,,,N,,,Y,,,N,,4358.38
,Spot Free RO/DI 50 Gallon Dual User 150,Tucker® Fill N Go - Dual User,Regular,,T-50-PRO-DU-150,"Looking for the ultimate pure water system for your water-fed poles? Want to be able to bring your own spot-free water to a job site? Want to be able to produce spot free water onsite in the event you need more water than 50 gallons? These 50 gallon tank systems are the perfect solution for any looking to have an all in one system. Designed utilizing the highest quality components available today. Each system includes: 50 Gallon Tank Powder Coated lightweight aluminum frame (2) Digital Flow Controller, (1) for each operator (2) Premium Tucker® hose reels (with 150' of 3/8"" ID hose), (1) for each operator (2) RHG USA Made 12v Pumps, (1) for each operator Sediment / Carbon Pre-filtration 40"" Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump Deionization final stage Small Compact Design Replacement Filter Info: Sediment Pre-Filter Carbon Pre-Filter RO Membrane DI Post-Filter Bulk DI resin for refilling DI filter Dimensions (WxHxD): 46"" x 40.75"" x 22.5"" NOTE - Proper Deep...",Tucker > Pure Water Systems,Tucker,Tucker® Fill N Go - Dual User | Pure Water Systems | AZ Cleaning Supplies,Looking for the ultimate pure water system for your water-fed poles? Want to be able to bring your own spot-free water to a job site? Want to be able to...,tucker-fill-n-go-dual-user,,Hidden,Physical,278.001,Tucker® Fill N Go - Dual User | Pure Water Systems | AZ Cleaning Supplies,Looking for the ultimate pure water system for your water-fed poles? Want to be able to bring your own spot-free water to a job site? Want to be able to...,N,N,N,N,9920.27,,N,Y,N,Y,N,,,6944.19,Tucker,T-50-PRO-DU-150,N,,,N,,,Y,,,N,,9920.27
,Spot Free RO/DI 50 Gallon Single User 150,Tucker® Fill N Go - Single User,Regular,,T-50-PRO-SU-150,"Single water-fed pole user and not interested in a mobile spot-free water system? Want to be able to bring your own spot free water to a job site? Want to be able to produce spot free water onsite in the event you need more water than 50 gallons? These 50 gallon tank systems are the perfect solution for any looking to have an all in one system. Designed utilizing the highest quality components available today. Each system includes: 50 Gallon Tank Powder Coated lightweight aluminum frame Digital Flow Controller 150' of 3/8"" ID hose Premium Tucker® hose reel RHG USA Made 12v Pumps Sediment / Carbon Pre-filtration 40"" Low Pressure RO Membrane powered by an RHG 12 Volt Boost Pump Deionization final stage Small Compact Design NOTE - Proper Deep Cycle Marine Battery necessary to power unit. Replacement Filter Info: Sediment Pre-Filter Carbon Pre-Filter RO Membrane DI Post-Filter Bulk DI resin for refilling DI filter Dimensions (WxHxD): 46"" x 40.75"" x 22.5"" All Tucker® brand purification...",Tucker > Pure Water Systems,Tucker,Tucker® Fill N Go - Single User | Pure Water Systems | AZ Cleaning Supplies,Single water-fed pole user and not interested in a mobile spot-free water system? Want to be able to bring your own spot free water to a job site? Want to be...,tucker-fill-n-go-single-user,,Hidden,Physical,248,Tucker® Fill N Go - Single User | Pure Water Systems | AZ Cleaning Supplies,Single water-fed pole user and not interested in a mobile spot-free water system? Want to be able to bring your own spot free water to a job site? Want to be...,N,N,N,N,7515.10,,N,Y,N,Y,N,,,5260.57,Tucker,T-50-PRO-SU-150,N,,,N,,,Y,,,N,,7515.10
